dish_id,total_calories,total_mass,ingredient_names,image_path
dish_1564691420,212.347305,226.0,mixed greens lime lettuce salt cucumbers onions olive oil pepper vinegar corn on the cob green beans cherry tomatoes,./data/images/dish_1564691420/rgb.png
dish_1565725095,121.720001,257.0,cherry tomatoes olives carrot bell peppers,./data/images/dish_1565725095/rgb.png
dish_1558638844,80.079994,154.0,apple,./data/images/dish_1558638844/rgb.png
dish_1558379273,227.436005,66.0,sausage,./data/images/dish_1558379273/rgb.png
dish_1564761426,207.569,202.0,egg whites fried rice,./data/images/dish_1564761426/rgb.png
dish_1562876645,220.774597,112.0,pepper chicken squash spinach raw lemon juice basil rosemary garlic olive oil zucchini salt parsley wheat berry thyme cheese pizza,./data/images/dish_1562876645/rgb.png
dish_1563900205,262.261963,301.0,sweet potato broccoli olive oil scrambled eggs cantaloupe,./data/images/dish_1563900205/rgb.png
dish_1561580278,23.32,53.0,caesar salad,./data/images/dish_1561580278/rgb.png
dish_1563824065,15.51,66.0,zucchini broccoli squash,./data/images/dish_1563824065/rgb.png
dish_1566316612,665.237,367.0,hash browns bacon vinegar radishes scrambled eggs garlic bell peppers salt eggplant mustard cucumbers olive oil,./data/images/dish_1566316612/rgb.png
dish_1558373687,306.694,89.0,sausage,./data/images/dish_1558373687/rgb.png
dish_1562949494,68.545609,149.0,bok choy olive oil berries,./data/images/dish_1562949494/rgb.png
dish_1562945499,454.508362,625.0,berries broccoli greek yogurt sweet potato olive oil grapes chia seeds milk egg whites,./data/images/dish_1562945499/rgb.png
dish_1564429843,395.729828,474.0,pepper garlic lemon juice parsley cabbage arugula cauliflower quinoa shallots carrot olive oil thyme mayonnaise jalapenos wheat berry pork squash salt,./data/images/dish_1564429843/rgb.png
dish_1565728634,436.406616,418.0,bok choy millet chicken beef vinegar wheat berry roasted potatoes lemon juice salt cheese pizza garlic pineapple spinach raw squash olive oil thyme onions parsley broccoli shallots spinach cooked,./data/images/dish_1565728634/rgb.png
dish_1564685144,26.1625,50.0,green beans olive oil,./data/images/dish_1564685144/rgb.png
dish_1565203094,898.019653,485.0,rosemary parsley garlic chicken pizza salt chive lemon juice chard basil olive oil brown rice,./data/images/dish_1565203094/rgb.png
dish_1560368162,41.639214,178.0,olive oil cherry tomatoes mushroom salt eggplant,./data/images/dish_1560368162/rgb.png
dish_1559233055,25.194,39.0,garden salad,./data/images/dish_1559233055/rgb.png
dish_1562704528,148.903992,56.0,cheese pizza,./data/images/dish_1562704528/rgb.png
dish_1565884692,212.159988,408.0,egg whites,./data/images/dish_1565884692/rgb.png
dish_1565031283,252.680466,116.0,kale onions olive oil green onions broccoli garlic chili beef white rice soy sauce salt orange juice vinegar,./data/images/dish_1565031283/rgb.png
dish_1558640593,60.32,116.0,apple,./data/images/dish_1558640593/rgb.png
dish_1562687554,409.334595,281.0,berries salt mustard cucumbers olive oil waffles chicken apple sausage vinegar honeydew melons radishes garlic bell peppers,./data/images/dish_1562687554/rgb.png
dish_1561145732,19.698,67.0,orange with peel,./data/images/dish_1561145732/rgb.png
dish_1560539314,165.738342,158.0,fish quinoa tomatillo jalapenos arugula lemon juice onions salt cilantro olive oil garlic pepper,./data/images/dish_1560539314/rgb.png
dish_1558639221,24.5,98.0,cauliflower,./data/images/dish_1558639221/rgb.png
dish_1559172356,313.103912,176.0,salt brown rice arugula pepper salmon thyme olive oil,./data/images/dish_1559172356/rgb.png
dish_1562959344,5.54,44.0,radishes cucumbers,./data/images/dish_1562959344/rgb.png
dish_1563811639,217.139999,198.0,strawberries scrambled eggs,./data/images/dish_1563811639/rgb.png
dish_1562860723,87.909996,160.0,berries pineapple,./data/images/dish_1562860723/rgb.png
dish_1559232986,189.349991,35.0,bacon,./data/images/dish_1559232986/rgb.png
dish_1561737176,403.182007,117.0,sausage,./data/images/dish_1561737176/rgb.png
dish_1567537280,733.018555,404.0,chili onions kale orange juice soy sauce green onions carrot pepper white rice vinegar olive oil cheese pizza salt garlic broccoli beef,./data/images/dish_1567537280/rgb.png
dish_1561578188,57.990978,201.0,cauliflower eggplant salt olive oil,./data/images/dish_1561578188/rgb.png
dish_1562180089,851.298767,437.0,vegetable oil olive oil buttermilk flour chicken bacon garlic squash salt lemon juice thyme parsley,./data/images/dish_1562180089/rgb.png
dish_1567022251,111.910004,254.0,onions cherry tomatoes olives carrot bell peppers,./data/images/dish_1567022251/rgb.png
dish_1566933401,27.052683,79.0,bok choy olive oil,./data/images/dish_1566933401/rgb.png
dish_1560357832,181.351425,82.0,mustard waffles vinegar cucumbers spinach raw mustard greens olive oil salt garlic tomatoes,./data/images/dish_1560357832/rgb.png
dish_1562875870,256.946411,233.0,fish arugula jicama nopales salt lime carrot couscous corn pepper olive oil sour cream chive parsley garlic,./data/images/dish_1562875870/rgb.png
dish_1563302345,265.855438,215.0,wheat berry parsley spinach raw mushroom chicken shallots garlic salt olive oil thyme lemon juice,./data/images/dish_1563302345/rgb.png
dish_1566923060,515.820007,248.0,bacon scrambled eggs pineapple hash browns,./data/images/dish_1566923060/rgb.png
dish_1558462036,2.99,13.0,spinach raw,./data/images/dish_1558462036/rgb.png
dish_1558637247,117.770996,111.0,corn on the cob,./data/images/dish_1558637247/rgb.png
dish_1558028142,21.900002,73.0,deprecated,./data/images/dish_1558028142/rgb.png
dish_1560543625,560.300903,554.0,chicken ginger tomatillo brown rice spinach raw roasted potatoes olive oil onions vinegar broccoli green onions green beans olives caesar salad arugula pepper quinoa fish garlic jalapenos soy sauce tomatoes lemon juice white rice salt cilantro,./data/images/dish_1560543625/rgb.png
dish_1558379639,385.952026,112.0,sausage,./data/images/dish_1558379639/rgb.png
dish_1559932674,58.279999,124.0,orange,./data/images/dish_1559932674/rgb.png
dish_1559245801,60.989998,107.0,berries,./data/images/dish_1559245801/rgb.png
dish_1562873814,106.580215,134.0,cherry tomatoes salt pepper green beans vinegar cucumbers onions olive oil mixed greens lime lettuce,./data/images/dish_1562873814/rgb.png
dish_1566931620,494.579987,461.0,avocado olives mixed greens chicken broccoli,./data/images/dish_1566931620/rgb.png
dish_1567785223,487.712494,261.0,vinaigrette raspberries sausage mixed greens scrambled eggs granola blackberries,./data/images/dish_1567785223/rgb.png
dish_1562873187,64.216751,255.0,green beans olive oil bok choy,./data/images/dish_1562873187/rgb.png
dish_1561491180,236.347488,217.0,shallots fish spinach raw blueberries wheat berry olive oil lemon juice mustard salt parsley cherry tomatoes chard vinegar radishes wild rice chive garlic,./data/images/dish_1561491180/rgb.png
dish_1558725702,50.310001,117.0,brussels sprouts,./data/images/dish_1558725702/rgb.png
dish_1562789240,361.555603,154.0,cherry tomatoes parsley basil lemon juice onions salt cheese pizza broccoli garlic pork vinegar brown rice olive oil shallots pepper,./data/images/dish_1562789240/rgb.png
dish_1559590031,402.746216,269.0,asparagus quinoa pepper spinach raw olive oil onions mustard pumpkin seeds vinegar mushroom blueberries kale pizza cranberries salt apple,./data/images/dish_1559590031/rgb.png
dish_1563389693,500.218018,383.0,carrot grilled chicken cherry tomatoes,./data/images/dish_1563389693/rgb.png
dish_1566416388,259.869873,315.0,salt roasted potatoes olive oil eggplant green beans,./data/images/dish_1566416388/rgb.png
dish_1565728388,124.973,47.0,cheese pizza,./data/images/dish_1565728388/rgb.png
dish_1562963059,369.527283,389.0,garlic tomatillo pepper fish arugula quinoa salt cherry tomatoes onions olive oil lemon juice roasted potatoes cilantro jalapenos,./data/images/dish_1562963059/rgb.png
dish_1560543729,219.529907,213.0,broccoli cauliflower garlic olive oil vinegar green beans spinach raw ginger salt soy sauce green onions roasted potatoes white rice chicken,./data/images/dish_1560543729/rgb.png
dish_1564588567,450.666016,312.0,sausage scrambled eggs egg whites,./data/images/dish_1564588567/rgb.png
dish_1558381665,17.85,51.0,broccoli,./data/images/dish_1558381665/rgb.png
dish_1560455343,53.941677,41.0,carrot salt parsley mustard olive oil almonds vinegar blueberries spinach raw,./data/images/dish_1560455343/rgb.png
dish_1565203015,663.939575,397.0,parsley chard lemon juice garlic chicken chive salt brown rice olive oil basil rosemary,./data/images/dish_1565203015/rgb.png
dish_1560455380,60.97168,78.0,vinegar almonds olive oil carrot salt chard blueberries parsley mustard spinach raw,./data/images/dish_1560455380/rgb.png
dish_1565721855,479.034454,450.0,zucchini chayote squash spinach raw chicken wheat berry salt parsley roasted potatoes shallots garlic thyme olive oil lemon juice,./data/images/dish_1565721855/rgb.png
dish_1567020394,176.15863,265.0,fish pepper kale parsley olive oil chive broccoli cherry tomatoes wheat berry chard lemon juice salt shallots garlic brussels sprouts,./data/images/dish_1567020394/rgb.png
dish_1558723671,38.130001,93.0,carrot,./data/images/dish_1558723671/rgb.png
dish_1563897395,135.913651,233.0,cantaloupe sweet potato olive oil broccoli,./data/images/dish_1563897395/rgb.png
dish_1561664061,303.643036,269.0,bok choy chicken pepper green beans pork olive oil cucumbers parsley salt carrot garlic soy sauce chive white rice chard brown rice sugar lemon juice basil rosemary,./data/images/dish_1561664061/rgb.png
dish_1558379324,16.32,48.0,cantaloupe,./data/images/dish_1558379324/rgb.png
dish_1558458584,351.181,142.0,spinach raw grapes almonds,./data/images/dish_1558458584/rgb.png
dish_1567024187,334.945831,235.0,quinoa wine lemon juice olive oil spinach cooked salt cheese pizza chayote squash squash chicken thighs eggplant zucchini mushroom roasted potatoes garlic shallots,./data/images/dish_1567024187/rgb.png
dish_1558639012,257.436005,490.0,cherry tomatoes corn on the cob cauliflower apple grapes,./data/images/dish_1558639012/rgb.png
dish_1565382733,287.639984,102.0,pepperoni pizza,./data/images/dish_1565382733/rgb.png
dish_1561575347,554.760071,327.0,olive oil roasted potatoes bell peppers onions shallots spinach cooked salt millet bok choy pizza beef vinegar,./data/images/dish_1561575347/rgb.png
dish_1563564707,143.991699,150.0,caesar dressing croutons kale corn on the cob parmesan cheese,./data/images/dish_1563564707/rgb.png
dish_1561575033,354.445312,339.0,oregano pepper chicken basil lemon juice garlic salt shallots thyme butter olive oil eggplant mushroom arugula cream white wine rosemary wheat berry,./data/images/dish_1561575033/rgb.png
dish_1567023375,248.566406,268.0,tofu almonds chard blueberries vinegar pecans arugula carrot mustard olive oil garlic greek salad raspberries salt,./data/images/dish_1567023375/rgb.png
dish_1558721533,18.700001,55.0,cantaloupe,./data/images/dish_1558721533/rgb.png
dish_1562874049,412.144989,155.0,cheese pizza,./data/images/dish_1562874049/rgb.png
dish_1562872746,242.363983,203.0,pepper fish corn garlic vinegar sour cream nopales mustard olive oil strawberries jicama arugula parsley figs carrot lime salt chive,./data/images/dish_1562872746/rgb.png
dish_1558638954,89.010002,129.0,grapes,./data/images/dish_1558638954/rgb.png
dish_1562611824,192.566193,109.0,salt chickpeas olive oil mustard greens parsley vinegar arugula pepper,./data/images/dish_1562611824/rgb.png
dish_1560366389,46.909065,38.0,mustard olive oil walnuts salt pepper chard vinegar blueberries arugula,./data/images/dish_1560366389/rgb.png
dish_1561392632,500.114899,352.0,olive oil cucumbers mustard bacon berries salt bell peppers garlic broccoli scrambled eggs radishes vinegar,./data/images/dish_1561392632/rgb.png
dish_1566499686,674.706787,388.0,pepper spinach raw vinegar white rice olives bok choy garlic soy sauce mustard onions olive oil pork sun dried tomatoes sugar salt cucumbers,./data/images/dish_1566499686/rgb.png
dish_1563395510,415.627411,372.0,broccoli carrot salt lime olive oil parsley zucchini corn pepper quinoa cilantro hominy garlic sour cream jalapenos spinach raw black beans arugula cheese tortilla chips chicken thighs squash tomatillo cheese pizza fish cherry tomatoes chili bell peppers lemon juice cabbage onions tomatoes,./data/images/dish_1563395510/rgb.png
dish_1563563348,362.641998,294.0,cherry tomatoes olives grilled chicken carrot bell peppers,./data/images/dish_1563563348/rgb.png
dish_1558629818,156.087006,27.0,almonds,./data/images/dish_1558629818/rgb.png
dish_1568320296,226.014999,85.0,cheese pizza,./data/images/dish_1568320296/rgb.png
dish_1558116399,7.0,25.0,mixed greens,./data/images/dish_1558116399/rgb.png
dish_1562875211,282.240021,147.0,pizza caesar salad,./data/images/dish_1562875211/rgb.png
dish_1561492519,271.320007,206.0,banana with peel wheat bread,./data/images/dish_1561492519/rgb.png
dish_1563304333,451.235687,308.0,croutons salt chicken spinach raw parsley lemon juice caesar dressing olive oil garlic wheat berry parmesan cheese kale thyme shallots roasted potatoes,./data/images/dish_1563304333/rgb.png
dish_1558723719,231.240005,40.0,almonds,./data/images/dish_1558723719/rgb.png
dish_1560798744,357.152008,220.0,broccoli cheese pizza tofu,./data/images/dish_1560798744/rgb.png
dish_1558113304,247.070999,175.0,grapes cantaloupe almonds,./data/images/dish_1558113304/rgb.png
dish_1563308428,406.307678,329.0,orange juice soy sauce vinegar onions kale olive oil garlic chili carrot beef white rice eggplant salt roasted potatoes broccoli green onions,./data/images/dish_1563308428/rgb.png
dish_1558630932,292.643982,265.0,apple cauliflower almonds,./data/images/dish_1558630932/rgb.png
dish_1563911255,293.192169,235.0,fried rice salt rosemary lemon juice olive oil onions spinach raw green beans quinoa garlic bell peppers tomatoes jalapenos millet pepper chicken,./data/images/dish_1563911255/rgb.png
dish_1563813833,256.865997,207.0,sausage egg whites,./data/images/dish_1563813833/rgb.png
dish_1562775373,329.080017,148.0,bacon scrambled eggs,./data/images/dish_1562775373/rgb.png
dish_1559242221,659.033997,114.0,almonds,./data/images/dish_1559242221/rgb.png
dish_1566332193,527.450012,504.0,spinach raw avocado olives chicken cucumbers,./data/images/dish_1566332193/rgb.png
dish_1563295292,119.019997,22.0,bacon,./data/images/dish_1563295292/rgb.png
dish_1567106794,102.338257,48.0,mustard olive oil mixed greens walnuts lettuce salt garlic blue cheese vinegar,./data/images/dish_1567106794/rgb.png
dish_1562691566,100.613655,187.0,broccoli olive oil egg whites,./data/images/dish_1562691566/rgb.png
dish_1566414723,728.810608,482.0,green onions salt white wine olive oil rosemary lemon juice cream chicken fish country rice roasted potatoes thyme shallots garlic basil onions butter mushroom arugula wheat berry oregano pepper,./data/images/dish_1566414723/rgb.png
dish_1564589025,48.810734,51.0,sweet potato olive oil,./data/images/dish_1564589025/rgb.png
dish_1558458847,74.360001,143.0,apple,./data/images/dish_1558458847/rgb.png
dish_1558632130,33.66,99.0,cantaloupe,./data/images/dish_1558632130/rgb.png
dish_1562787783,114.013741,76.0,shallots olive oil mustard greens lemon juice cranberries parsley garlic arugula pilaf apple salt bulgur,./data/images/dish_1562787783/rgb.png
dish_1567022383,527.088013,508.0,onions caesar dressing bell peppers carrot cherry tomatoes olives chicken parmesan cheese,./data/images/dish_1567022383/rgb.png
dish_1563567663,514.112061,461.0,fish vinegar chard cherry tomatoes wheat berry pecans lemon juice parsley shallots arugula olive oil blueberries corn on the cob kale mustard salt chive garlic,./data/images/dish_1563567663/rgb.png
dish_1563822636,237.019379,258.0,cauliflower lime steak wheat berry squash olive oil zucchini salt broccoli garlic caesar salad,./data/images/dish_1563822636/rgb.png
dish_1560442450,87.761002,149.0,yogurt,./data/images/dish_1560442450/rgb.png
dish_1566923004,158.820007,153.0,scrambled eggs pineapple,./data/images/dish_1566923004/rgb.png
dish_1558115512,434.196014,126.0,sausage,./data/images/dish_1558115512/rgb.png
dish_1564588533,236.06601,167.0,sausage egg whites,./data/images/dish_1564588533/rgb.png
dish_1558544427,160.164993,103.0,eggs,./data/images/dish_1558544427/rgb.png
dish_1561749664,288.197937,162.0,thyme olive oil salt brown rice arugula pepper salmon,./data/images/dish_1561749664/rgb.png
dish_1561578441,387.084412,309.0,caesar salad bell peppers spinach cooked roasted potatoes lettuce beef cherry tomatoes salt feta cheese vinegar cucumbers onions olive oil cheese pizza shallots vinaigrette cauliflower millet bok choy olives,./data/images/dish_1561578441/rgb.png
dish_1565897617,356.831787,211.0,salt lime olive oil wheat berry steak green beans garlic cauliflower,./data/images/dish_1565897617/rgb.png
dish_1561665671,158.389008,89.0,corn on the cob pizza,./data/images/dish_1561665671/rgb.png
dish_1558113204,179.210999,31.0,almonds,./data/images/dish_1558113204/rgb.png
dish_1560356523,497.719971,92.0,bacon,./data/images/dish_1560356523/rgb.png
dish_1559332487,19.110001,98.0,zucchini chayote squash,./data/images/dish_1559332487/rgb.png
dish_1558628888,111.959999,72.0,eggs,./data/images/dish_1558628888/rgb.png
dish_1561749016,280.118103,272.0,salmon celery root salt mustard cherry tomatoes thyme olive oil vinegar brown rice arugula pepper mixed greens honeydew melons,./data/images/dish_1561749016/rgb.png
dish_1564601569,208.098145,291.0,turnips roasted potatoes brussels sprouts salt pepper olive oil,./data/images/dish_1564601569/rgb.png
dish_1568044581,386.223419,696.0,sweet potato egg whites watermelon olive oil,./data/images/dish_1568044581/rgb.png
dish_1560787781,108.628998,97.0,bacon berries yam,./data/images/dish_1560787781/rgb.png
dish_1563205982,316.239502,469.0,egg whites yam berries chicken apple sausage sweet potato pineapple,./data/images/dish_1563205982/rgb.png
dish_1558723818,113.527,107.0,corn on the cob,./data/images/dish_1558723818/rgb.png
dish_1561480414,125.161995,129.0,turkey bacon berries,./data/images/dish_1561480414/rgb.png
dish_1565032714,315.591034,330.0,vinegar olive oil strawberries figs salt squash mustard arugula,./data/images/dish_1565032714/rgb.png
dish_1561049435,338.179993,257.0,raspberries cantaloupe scrambled eggs bacon,./data/images/dish_1561049435/rgb.png
dish_1561407208,44.347641,29.0,broccoli white rice chicken salt vinegar ginger spinach raw green beans olive oil soy sauce garlic green onions,./data/images/dish_1561407208/rgb.png
dish_1559062051,56.239998,74.0,sweet potato,./data/images/dish_1559062051/rgb.png
dish_1562169762,262.330139,210.0,scrambled eggs salt brussels sprouts olive oil pepper,./data/images/dish_1562169762/rgb.png
dish_1563826223,301.086548,139.0,salt steak lime wheat berry cauliflower garlic olive oil,./data/images/dish_1563826223/rgb.png
dish_1558031019,206.442001,197.0,yam bacon deprecated honeydew melons,./data/images/dish_1558031019/rgb.png
dish_1564589308,227.009995,161.0,roasted potatoes,./data/images/dish_1564589308/rgb.png
dish_1558379391,604.062073,223.0,cantaloupe sausage almonds grapes,./data/images/dish_1558379391/rgb.png
dish_1564086748,443.77182,339.0,chicken salt cherry tomatoes pasta chard corn on the cob basil olive oil rosemary onions cheese pizza carrot cheese brown rice spinach raw garlic parsley chive lemon juice pesto caesar salad,./data/images/dish_1564086748/rgb.png
dish_1561752035,454.936401,374.0,brown rice arugula wheat berry pepper salmon salt thyme olive oil squash,./data/images/dish_1561752035/rgb.png
dish_1560444592,244.421005,175.0,scrambled eggs yam,./data/images/dish_1560444592/rgb.png
dish_1562958775,227.182785,251.0,salt mustard chard cucumbers rice noodles olive oil figs garlic radishes green onions vinegar spinach raw cabbage soy sauce carrot mixed greens cherry tomatoes,./data/images/dish_1562958775/rgb.png
dish_1565813446,202.676971,230.0,walnuts garlic salt pepper mustard olive oil blueberries arugula tofu spinach raw radishes vinegar chard,./data/images/dish_1565813446/rgb.png
dish_1558468494,15.785,77.0,squash,./data/images/dish_1558468494/rgb.png
dish_1561567053,26.1,87.0,watermelon,./data/images/dish_1561567053/rgb.png
dish_1567525712,510.544769,184.0,salt garlic cucumbers bell peppers olive oil mustard bacon vinegar hash browns radishes,./data/images/dish_1567525712/rgb.png
dish_1561576483,209.595428,371.0,vinegar bok choy millet cauliflower beef salt shallots spinach cooked olive oil onions,./data/images/dish_1561576483/rgb.png
dish_1561060503,145.30899,138.0,pineapple bok choy cheese pizza,./data/images/dish_1561060503/rgb.png
dish_1558721980,26.860001,79.0,cantaloupe,./data/images/dish_1558721980/rgb.png
dish_1563897369,117.013657,179.0,cantaloupe olive oil sweet potato,./data/images/dish_1563897369/rgb.png
dish_1561049409,317.779999,197.0,bacon scrambled eggs raspberries,./data/images/dish_1561049409/rgb.png
dish_1558460908,151.999985,302.0,apple grapes cherry tomatoes spinach raw,./data/images/dish_1558460908/rgb.png
dish_1559593646,55.385956,37.0,vinegar mustard blueberries pepper quinoa salt pumpkin seeds olive oil kale,./data/images/dish_1559593646/rgb.png
dish_1560798928,485.038239,399.0,raisins vinegar spinach raw cranberries caesar dressing lemon juice cherry tomatoes salt broccoli sunflower seeds carrot cauliflower mixed greens parmesan cheese tofu croutons pears olive oil kale mustard onions cheese pizza garlic,./data/images/dish_1560798928/rgb.png
dish_1558640267,63.48,92.0,grapes,./data/images/dish_1558640267/rgb.png
dish_1562688382,113.599998,71.0,chicken apple sausage,./data/images/dish_1562688382/rgb.png
dish_1562774475,320.963989,128.0,sausage roasted potatoes,./data/images/dish_1562774475/rgb.png
dish_1561739576,63.84,84.0,sweet potato,./data/images/dish_1561739576/rgb.png
dish_1562603842,594.2453,237.0,mixed greens hash browns raspberries blackberries vinaigrette granola,./data/images/dish_1562603842/rgb.png
dish_1563908996,269.916046,293.0,onions olive oil pepper tomatoes caesar salad bell peppers chicken millet salt garlic green beans jalapenos spinach raw,./data/images/dish_1563908996/rgb.png
dish_1563305722,434.658997,405.0,garlic shallots mushroom spinach raw wheat berry thyme lemon juice cucumbers olive oil parsley salt chicken,./data/images/dish_1563305722/rgb.png
dish_1558642490,61.950001,187.0,carrot cauliflower,./data/images/dish_1558642490/rgb.png
dish_1558724689,19.75,79.0,cauliflower,./data/images/dish_1558724689/rgb.png
dish_1560369313,392.135712,387.0,olive oil fish pepper vinegar white rice garlic shallots country rice lemon juice onions green onions pork brown rice cherry tomatoes asparagus salt broccoli parsley basil,./data/images/dish_1560369313/rgb.png
dish_1560441288,165.200012,72.0,bok choy potatoes bacon,./data/images/dish_1560441288/rgb.png
dish_1559243974,431.21994,306.0,almonds olive oil pepper pears salt carrot,./data/images/dish_1559243974/rgb.png
dish_1567789154,382.506012,111.0,sausage,./data/images/dish_1567789154/rgb.png
dish_1565898590,212.704514,257.0,garlic salmon cherry tomatoes jalapenos spinach raw onions olive oil lemon juice shallots carrot ginger brown rice salt lime cilantro chili olives,./data/images/dish_1565898590/rgb.png
dish_1558718974,422.013,73.0,almonds,./data/images/dish_1558718974/rgb.png
dish_1566590566,186.959702,142.0,olive oil thyme salt carrot pepper salmon arugula brown rice,./data/images/dish_1566590566/rgb.png
dish_1565207662,145.937561,128.0,onions chicken thighs kale green onions pineapple white rice fish salt garlic country rice cilantro olive oil lemon juice vinegar,./data/images/dish_1565207662/rgb.png
dish_1568315132,591.265503,440.0,salt quinoa ginger mushroom green beans olive oil olives shallots lime tomatoes beef millet bok choy salmon avocado vinegar onions spinach raw brown rice jalapenos lemon juice chili garlic spinach cooked cilantro,./data/images/dish_1568315132/rgb.png
dish_1563897794,57.57,101.0,berries,./data/images/dish_1563897794/rgb.png
dish_1558030724,18.300001,61.0,deprecated,./data/images/dish_1558030724/rgb.png
dish_1561579706,284.444855,390.0,olive oil eggplant arugula mushroom vinegar beef spinach cooked roasted potatoes white wine garlic salt basil lemon juice thyme bok choy oregano cream wheat berry onions millet pepper chicken cauliflower shallots butter rosemary,./data/images/dish_1561579706/rgb.png
dish_1563294575,485.90564,562.0,strawberries watermelon hash browns olive oil grapes sweet potato egg whites yam pineapple,./data/images/dish_1563294575/rgb.png
dish_1565207631,64.405495,54.0,vinegar chicken thighs white rice pineapple salt cilantro garlic kale olive oil onions lemon juice,./data/images/dish_1565207631/rgb.png
dish_1562688552,235.820007,304.0,grapes roasted potatoes watermelon strawberries chicken apple sausage,./data/images/dish_1562688552/rgb.png
dish_1559675146,19.07,45.0,brussels sprouts carrot,./data/images/dish_1559675146/rgb.png
dish_1564690085,170.615997,143.0,garlic pepper arugula lentils olive oil salt parsley lemon juice pears chickpeas,./data/images/dish_1564690085/rgb.png
dish_1559668016,469.059998,279.0,scrambled eggs hash browns bagels cream cheese honeydew melons,./data/images/dish_1559668016/rgb.png
dish_1558640190,19.719999,58.0,cantaloupe,./data/images/dish_1558640190/rgb.png
dish_1565640195,21.6,54.0,bell peppers,./data/images/dish_1565640195/rgb.png
dish_1561663891,247.168854,172.0,millet soy sauce white rice vinegar chard brown rice pork pepper sugar chive onions basil salt garlic mixed greens apple chicken corn on the cob olive oil rosemary lemon juice parsley bok choy carrot,./data/images/dish_1561663891/rgb.png
dish_1566590987,639.911865,370.0,chicken salmon brown rice arugula olive oil thyme pepper salt,./data/images/dish_1566590987/rgb.png
dish_1560356355,301.606934,148.0,bacon spinach raw vinegar olive oil mustard greens mustard cucumbers yam tomatoes garlic salt,./data/images/dish_1560356355/rgb.png
dish_1568665052,345.654053,331.0,jalapenos spinach raw squash brussels sprouts onions cucumbers mustard garlic salt bell peppers millet pepper vinegar mustard greens olive oil tomatoes chicken,./data/images/dish_1568665052/rgb.png
dish_1566936297,355.292206,266.0,fish chicken thighs mushroom pepper onions snow peas bell peppers shallots chive artichokes salt quinoa parsley wine squash white beans eggplant lemon juice arugula olive oil spinach cooked garlic lime,./data/images/dish_1566936297/rgb.png
dish_1567110665,556.494568,532.0,fish cherry tomatoes vinegar white rice wheat berry green beans pepper jalapenos onions kale olive oil lettuce lime salt cucumbers cilantro mixed greens bell peppers shallots ketchup,./data/images/dish_1567110665/rgb.png
dish_1562959295,3.04,19.0,radishes,./data/images/dish_1562959295/rgb.png
dish_1561406789,184.905411,164.0,white rice carrot salt pepper olive oil,./data/images/dish_1561406789/rgb.png
dish_1562960472,139.970001,166.0,roasted potatoes caesar salad,./data/images/dish_1562960472/rgb.png
dish_1563308386,155.805481,214.0,carrot eggplant salt roasted potatoes olive oil,./data/images/dish_1563308386/rgb.png
dish_1562788794,465.224457,281.0,salt broccoli basil lemon juice parsley onions white rice vinegar pork brown rice pepper country rice shallots cherry tomatoes olive oil garlic fish green onions,./data/images/dish_1562788794/rgb.png
dish_1562687274,161.021606,141.0,garlic bell peppers salt cucumbers mustard olive oil vinegar radishes berries,./data/images/dish_1562687274/rgb.png
dish_1561665378,74.269997,70.0,corn on the cob,./data/images/dish_1561665378/rgb.png
dish_1559925174,88.349998,155.0,berries,./data/images/dish_1559925174/rgb.png
dish_1568664972,303.422241,221.0,vinegar garlic jalapenos bell peppers mustard mustard greens olive oil tomatoes pepper chicken millet spinach raw cucumbers onions salt,./data/images/dish_1568664972/rgb.png
dish_1567019993,28.083149,55.0,salt pepper brussels sprouts olive oil,./data/images/dish_1567019993/rgb.png
dish_1565811335,121.479324,219.0,bok choy olive oil wheat berry,./data/images/dish_1565811335/rgb.png
dish_1563476267,237.710983,51.0,brownies,./data/images/dish_1563476267/rgb.png
dish_1563824377,454.046021,338.0,cherry tomatoes onions olives bell peppers grilled chicken,./data/images/dish_1563824377/rgb.png
dish_1558115764,151.479996,28.0,bacon,./data/images/dish_1558115764/rgb.png
dish_1567110631,252.613922,260.0,mixed greens salt olive oil lettuce cucumbers onions lime wheat berry green beans vinegar cherry tomatoes pepper,./data/images/dish_1567110631/rgb.png
dish_1564685360,304.052368,129.0,vinegar onions olive oil salt bell peppers millet spinach raw steak ketchup,./data/images/dish_1564685360/rgb.png
dish_1568666000,209.934982,197.0,cucumbers lemon juice parsley pepper salt cheese pizza caesar salad garlic tatsoi kale,./data/images/dish_1568666000/rgb.png
dish_1562687299,180.821609,196.0,berries bell peppers salt mustard cucumbers garlic olive oil vinegar radishes honeydew melons,./data/images/dish_1562687299/rgb.png
dish_1561665422,571.39386,385.0,carrot lemon juice parsley brown rice olive oil rosemary corn on the cob chard basil garlic chicken salt chive,./data/images/dish_1561665422/rgb.png
dish_1565798591,148.115723,224.0,lettuce cherry tomatoes lime mixed greens salt cucumbers onions olive oil vinegar egg whites pepper broccoli,./data/images/dish_1565798591/rgb.png
dish_1565036922,539.864685,336.0,broccoli chili lemon juice garlic olive oil orange juice onions brown rice arugula vinegar cauliflower white rice green onions salt soy sauce thyme basil kale parsley chicken thighs roasted potatoes radishes cheese pizza beef,./data/images/dish_1565036922/rgb.png
dish_1563302315,13.86,63.0,mushroom,./data/images/dish_1563302315/rgb.png
